,位置,名称,建筑面积(平方米),总价（元）,户型,朝向,楼层,每平米售价（元）,装修情况
1293,白云,金碧新城花园 厅出阳台 南向格局方正 采光通风好 有K 急售,67,2500000,2室1厅,西南,低层/16层,37313,普通
1294,天河,翠安侬苑 电梯四房 安静不吵 保养好 视野开阔 ,174,9300000,4室2厅,南,高层/36层,53448,普通
1295,黄埔,石化大院 一房一厅  户型简洁，随时可以看房,38,1300000,1室1厅,南,中层/5层,34211,普通
1296,番禺,广州雅居乐北苑 江景豪宅 超大四房 南北通透 剑桥汇全新休闲住宅！,251.2,7800000,4室2厅,南北,中层/37层,31051,毛坯
1297,番禺,锦绣半岛 豪华装修，3房 一线江景,115,3500000,3室2厅,北,中层/26层,30435,精
1298,天河,信华经理人花园 南向3房 安静 有学 位 过五年,106.5,6300000,3室2厅,南,低层/29层,59155,精
1299,天河,嘉裕公馆 南向豪装三房  有产权证  业主急卖,123,12500000,3室2厅,南,低层/33层,101626,豪华
1300,番禺,万科欧泊 精装修3房2厅，送全家家私家电，业主急出售,95,4600000,3室2厅,南,低层/33层,48421,精
1301,番禺,珠殿苑 温馨2房,80,1580000,2室2厅,南北,中层/9层,19750,普通
1302,海珠,金碧花园 都市广场05年的楼 南北对流中高层,78,3400000,2室2厅,南北,中层/32层,43590,普通
1303,番禺,锦绣半岛 双证大三房  双阳台一线江景,118,2950000,3室2厅,西,低层/26层,25000,精
1304,番禺,奥园养生广场 1房1厅 60平 精装装修 北,60,950000,1室1厅,北,高层/29层,15833,精
1305,番禺,清河西路 温馨精装大三房  低楼层  交通方便  配套完善,105,1830000,3室2厅,北,中层/6层,17429,普通
1306,番禺,金沙御苑 高层大三房毛坯,139.6,3700000,3室2厅,西北,中层/24层,26504,毛坯
1307,天河,铂林国际公寓 温馨复式两房，带省级学校。,52,4800000,2室2厅,南,低层/22层,92308,精
1308,天河,誉峰 安静舒适大四房全公园景视野无遮挡交通方便,254,21500000,4室2厅,西南,低层/41层,84646,精
1309,海珠,富荣新村 精装两房 厅出阳台 格局方正 ,71,2280000,2室1厅,南,高层/9层,32113,精
1310,天河,华师教工宿舍 户型方正 南北通透,92.3,5950000,4室1厅,南北,中层/5层,64464,豪华
1311,番禺,禺秀园 温馨精装三房  户型方正  交通方便  配套完善,92,2080000,3室1厅,南,高层/7层,22609,精
1312,天河,中海康城 房子精装修 南北对流户型 业主真诚出售 随时预约看,99,3800000,3室2厅,南北,中层/7层,38384,精
1313,海珠,第三金碧花园 正规一房一厅 南北对流 有阳台,38,1890000,1室1厅,南北,中层/32层,49737,普通
1314,番禺,花样年华 精装三房 业主急腾名额 随时看房 ,117,3050000,3室2厅,北,中层/11层,26068,精
1315,天河,华工东秀村 方正户型 装修保养好 孩子赢在起跑线 生活便利,83,5600000,3室1厅,南北,中层/9层,67470,普通
1316,番禺,西城花园 温馨三房出售  格局方正 通风好 交通方便,145,2300000,3室2厅,南北,高层/7层,15862,普通
1317,番禺,锦绣半岛  3室2厅1厨2卫,113,3500000,3室2厅,南,中层/25层,30973,精
1318,黄埔,悦涛雅苑 精装修三房 户型方正 利用率高 望花园 南北通透,96,3600000,3室2厅,南,中层/13层,37500,普通
1319,番禺,金沙御苑 3室1厅，毛坯,139,3610000,3室1厅,北,低层/24层,25971,毛坯
1320,白云,金碧新城花园 房子采光好 不高适合一家居住,65,2250000,2室1厅,南,低层/27层,34615,普通
1321,番禺,锦绣银湾 两房笋盘 业主诚心 上门放盘 望江景 满五年房产 ,105,3600000,2室2厅,北,低层/28层,34286,豪华
1322,天河,华景新城6期 电梯带主套三房  安静不吵 通风采光好,107.2,5100000,3室2厅,东南,低层/32层,47575,普通
1323,番禺,东怡新地 离地铁近，上班方便，晚上回家安全,119.2,4250000,3室2厅,南,高层/10层,35654,精
1324,番禺,侨基花园 满五年，红本在手,84,1980000,3室2厅,东南,低层/33层,23571,精
1325,番禺,雅居乐锦官城 豪华装修 3室2厅1厨2卫 110m² 14层/1,110,3300000,3室2厅,西南,高层/18层,30000,豪华
1326,番禺,雅居乐花园 成熟小区 近地铁 保养好 东南向 业主急卖 看房约,101,4350000,3室2厅,东南,中层/11层,43069,精
1327,番禺,祈福水城 精装装修 北,89.5,2450000,3室2厅,北,中层/11层,27374,精
1328,黄埔,新安苑 两房两厅格局方正,88.6,2790000,2室2厅,西北,中层/9层,31490,精
1329,番禺,奥园广场 2房1厅 110平 精装装修 南北,110,2200000,2室1厅,南北,中层/22层,20000,精
1330,番禺,奥园广场 160万元 精装修 2室2厅 ,102,1600000,2室1厅,南,低层/25层,15686,精
1331,番禺,时代外滩 江边高档小区，豪华装修，带大平台，有幼儿园小学,171,7500000,4室2厅,南,低层/31层,43860,豪华
1332,天河,理想青年荟 复式一房 安静 视野开阔 采光充足 ,47,4200000,1室1厅,南北,高层/21层,89362,精
1333,番禺,锦绣半岛 望江望花园   装修保养好   送家私家电,113,2900000,3室2厅,西北,低层/28层,25664,精
1334,番禺,金海岸花园二期 观海实用3房，户型方正，价格可谈,90,3000000,3室2厅,北,低层/17层,33333,精
1335,黄埔,金碧世纪花园 少有108方南向三房放卖 1年前的装修很漂亮 ,108,4350000,3室2厅,南,低层/32层,40278,精
1336,番禺,番艺花园 精装三房户型方正小区配套完善,78,2000000,3室1厅,北,高层/7层,25641,精
1337,黄埔,黄埔花园 精装修， 3室1厅， 122m²	,122,5200000,3室1厅,南,低层/11层,42623,精
1338,海珠,侨燕苑 江燕路经典两房 户型方正 采光通风好 仅售235万,74,2380000,2室2厅,北,中层/9层,32162,普通
1339,天河,珠江俊园 目前小面积性价比优选房源,107,6600000,3室2厅,西,低层/28层,61682,普通
1340,番禺,侨联大街 新出的三房，业主自住保养不错,102.3,1730000,3室2厅,南,高层/6层,16911,普通
1341,番禺,康怡居 2房1厅  豪华装修  一楼南向 位置安静,66.7,2800000,2室1厅,南,低层/6层,41979,豪华
1342,番禺,怡景苑 3房适合居家  安静舒适小区  欢迎咨询,99.7,2500000,3室2厅,南北,低层/12层,25075,毛坯
1343,天河,东圃广场 中低南向大三房  交通方便,110,4500000,3室2厅,南,低层/17层,40909,普通
1344,番禺,雅居乐花园 十年小雅 三房出售 近精装修 ,90,3800000,3室2厅,东北,低层/33层,42222,豪华
1345,天河,丽晶华庭 广州珠江新城 精装装修  周边配套成熟 高层望江,86,5500000,2室2厅,南,低层/30层,63953,精
1346,海珠,富力顺意花园 大小区 电梯两房 装修保养好 ,82,3800000,2室2厅,南,中层/20层,46341,普通
1347,番禺,华景新城  精致装修 3室2厅1厨2卫 96.1m² 4层/,96.1,2450000,3室2厅,南,中层/7层,25494,精
1348,番禺,越秀可逸江畔 电梯高层。业主急售,110,3850000,3室2厅,东南,高层/13层,35000,精
1349,天河,华景里 3房2厅 103平 精装装修 南北,103,6500000,3室2厅,南北,低层/31层,63107,精
1350,天河,隽峰苑 豪华装修 温馨 4房 交通方便,181,16000000,4室2厅,南,中层/32层,88398,豪华
1351,番禺,奥园养生广场 电梯高层 精装修 交通便捷近地铁,52,850000,1室1厅,北,中层/29层,16346,精
1352,番禺,奥园广场 番禺奥园广场 110方复式楼 格局方正 交通便利,86.76,1700000,1室1厅,南,高层/25层,19594,普通
1353,天河,羊城花园 3房南向  望花园安静 户型方正 实用率高 近公交,89.34,3400000,3室2厅,东南,低层/6层,38058,精
1354,番禺,荷景二区 精致装修 2室,63.5,1300000,2室1厅,东南,高层/6层,20472,精
1355,黄埔,黄埔花园 精装三房 格局方正实用 通透采光好 ,95.84,4200000,3室2厅,西北,中层/25层,43823,精
1356,番禺,西城花园 西城花园  精装修  可公积金 业主 ,108.77,2050000,3室2厅,南,中层/7层,18847,普通
1357,番禺,朗陶居 三房望花园 业主诚心卖 随时约,102,2300000,3室2厅,北,高层/7层,22549,精
1358,番禺,东海花园 东海花园电梯房朝南采光通风出行方便,78,2800000,2室1厅,东南,低层/19层,35897,精
1359,海珠,翠城花园 3房2厅，双阳台，光线好,96,5100000,3室2厅,东,中层/33层,53125,精
1360,番禺,绿庭雅苑 三房总价低   业主急售,88,2200000,3室2厅,北,中层/7层,25000,普通
1361,番禺,万科欧泊 11图 万科欧泊 中高层三房带主套 精致装修保养好,95,4450000,3室2厅,南,中层/34层,46842,精
1362,黄埔,金碧世纪花园 五期南北对流大三房 带主套 双阳台,163,7000000,3室2厅,南,中层/25层,42945,普通
1363,海珠,海富花园 刚需两房  原为业主自住  房子保养较好 总价低,50.58,2700000,2室1厅,东,中层/18层,53381,精
1364,番禺,东华花园二期 大三房南北对流，业主诚心出售实用面积180,130,2950000,3室2厅,东北,高层/6层,22692,精
1365,番禺,万科欧泊 空中别墅 品牌实木家具 楼皇的享受 半送露台 ,95,13000000,3室1厅,南,高层/32层,136842,精
1366,天河,华景新城芳满庭园 电梯三房两厅两卫 安静不吵 视野开阔 过五年产权清,111,6000000,3室2厅,北,高层/36层,54054,普通
1367,番禺,禺秀园  业主急售 近地铁 交通便利 温馨三房,87,2200000,3室1厅,南,低层/6层,25287,豪华
1368,天河,华景新城芳满庭园 南向四房两厅 采光通风不错,128,7900000,4室2厅,南,低层/36层,61719,普通
1369,番禺,柏丽甜果 柏丽甜果公馆 2房精装修 看房方便 ,56,950000,2室1厅,北,中层/21层,16964,精
1370,番禺,昊龙花园南区 电梯中层三房带主套，毛坯南向，带车位少有放盘,123.3,3600000,3室2厅,东南,中层/9层,29197,毛坯
1371,黄埔,黄埔花园  户型方正 生活配套成熟 交通方便  ,87,3400000,2室1厅,北,高层/14层,39080,普通
1372,番禺,东雅园 环境好  离地铁近   旁边永旺商场 ,148,4740000,4室2厅,西北,中层/11层,32000,普通
1373,番禺,万科欧泊 三室一厅两卫 南向,95,4200000,3室1厅,南,低层/35层,44211,普通
1374,天河,沁馥佳苑 安静舒适 电梯精装三房,103,5900000,3室2厅,北,高层/11层,57282,普通
1375,番禺,田心大街 温馨三房 精装修 户型方正 交通方便 配套完善,70,1520000,3室1厅,南,中层/9层,21714,精
1376,番禺,金沙丽水  证过两年 户型方正 沙湾实小,63,1450000,1室1厅,东,高层/4层,23016,毛坯
1377,天河,方圆月岛 珠江新城，复式一房一厅，精装修，带阳台,60,5250000,1室1厅,南,低层/26层,87500,精
1378,番禺,雅居乐锦官城 小区舒适 毛坯三房97m² 园林之上高层洋房,97,3300000,3室1厅,东北,高层/18层,34021,毛坯
1379,天河,新世界东逸花园 空中复式 花园小区 视野超棒 生活舒适,153,9500000,4室2厅,东北,高层/28层,62092,精
1380,天河,中海花城湾 温馨三房，高档小区，刚需户型,127,13000000,3室1厅,北,高层/30层,102362,精
1381,番禺,大西路 三房双主套 全新精致装修 交通便利 诚心出售,105,1950000,3室2厅,南,中层/7层,18571,普通
1382,天河,中海康城 精装修，阳光，通风明亮大三房。户型结构非常实用。,124.71,5600000,3室2厅,西南,中层/18层,44904,普通
1383,番禺,绿茵庭园 豪华装修 全白色清新白净 保养很好 五房 复式花园,377.2,9000000,5室2厅,南,高层/16层,23860,豪华
1384,黄埔,中鼎君和名城 精致两房 地·铁·口物业 楼龄新,76.28,3000000,2室1厅,北,高层/33层,39329,精
1385,番禺,锦绣华庭 业主诚心出售此房 看房方便 来电预约即可 ,135.1,2000000,4室1厅,南,中层/6层,14804,普通
1386,天河,中海康城 高层南向大三房房型方正视野开阔,111,5000000,3室2厅,南,高层/21层,45045,精
1387,天河,华景新城5期 三房 490万 户型方正 通风采光足 安静不吵,100,4600000,3室2厅,西南,高层/9层,46000,普通
1388,天河,五山花园一期 五山地铁3号线 电梯3房 尽享优质教育,99,5800000,3室2厅,东南,中层/8层,58586,普通
1389,番禺,越秀可逸江畔 精装5房东南向，心动不如行动，买它不会后悔,199.2,5960000,5室2厅,南,中层/13层,29920,精
1390,天河,历德雅舍 南向两房，楼层高视野好,78,6800000,2室2厅,东南,高层/16层,87179,普通
1391,番禺,广州奥林匹克花园 复试四房 使用面积250㎡ 精装装修 南向,125,6000000,4室2厅,南,高层/6层,48000,精
1392,天河,翠屏富通雅苑  送入户花园精装三房 南北通透 轻松改全明四房,71,3280000,3室2厅,北,低层/17层,46197,精
1393,番禺,城市花园 精选三房  精致装修  ,94,2100000,3室2厅,南,中层/4层,22340,精
1394,天河,华景新城5期 电梯两房 安静不吵 通风采光好 视野开阔,78,4070000,2室2厅,东,高层/18层,52179,普通
1395,黄埔,天伦东时区 急售 精装一线望江三房 周边配套完善 交通便利 ,95,4000000,3室2厅,北,中层/23层,42105,精
1396,海珠,海富花园 海富花园，温馨房精致装修，,37,2000000,1室1厅,东,高层/18层,54054,精
1397,番禺,裕林苑 两房精装修 户型方正 采光好 近地铁,71,1590000,2室1厅,东南,高层/7层,22394,普通
1398,番禺,工农大街 三房二厅小户型  方正实用 南阳理学校就在附近  ,73,1290000,3室2厅,东,高层/6层,17671,精
1399,番禺,金沙湾花园 遥远的距离~~好房子在你面前你看不见,82.01,1950000,2室2厅,东北,高层/6层,23778,精
1400,番禺,朗陶居 3房带40方平台 采光好 格局方正 免重税 ,90,2380000,3室2厅,北,低层/7层,26444,普通
1401,番禺,翠怡居 祈福新村 中层两房 业主保养新 真实图片,57.6,1700000,2室2厅,北,中层/5层,29514,普通
1402,番禺,锦绣半岛 一线江景房  直观广州圆、小蛮腰  装修保养非常好,143,5150000,3室2厅,西北,低层/30层,36014,精
1403,天河,南国花园 豪华装修复式5房,178,13800000,5室2厅,西,高层/7层,77528,豪华
1404,番禺,鸿禧华庭 地铁A出口物业 三房 格局方正 厅出阳台 业主自主,112,4380000,3室2厅,东北,中层/17层,39107,豪华
1405,天河,加拿大花园 三房带平台 格局方正 尊贵楼层 公园旁,86,3900000,3室2厅,东北,中层/25层,45349,普通
1406,番禺,君华御府 毛坯 4室2厅1厨2卫 看上速联,76,3100000,4室2厅,南,低层/33层,40789,毛坯
1407,番禺,奥园广场 电梯房，梦幻角度，进高尚生活，随时看房,43,850000,1室0厅,南,中层/23层,19767,精
1408,天河,历德雅舍 精装三房，高楼层视野好,96.27,7000000,3室2厅,东北,高层/30层,72712,精
1409,番禺,鸿福花园 鸿福花园 精装修3房 物业,95,2380000,3室2厅,东北,高层/8层,25053,精
1410,番禺,富都城 近地铁  精装修四房  交通方便  配套完善 ,108,2730000,4室1厅,南,中层/7层,25278,精
1411,番禺,昊龙花园北区 精致装修3房带450方平台价格可商议,84,3800000,3室2厅,北,中层/5层,45238,精
1412,番禺,金华楼 步梯中楼层    温馨两房  装修保养好 可直接拎,73.8,1380000,2室1厅,北,高层/7层,18699,普通
1413,海珠,金碧花园 房源设计方正，实用性高，采光好，通风好。,97,4300000,3室2厅,东南,高层/22层,44330,普通
1414,天河,华景里 奢华高挑复式 真逼格  名流汇聚 商机无限,47,2500000,1室2厅,西,低层/22层,53191,精
1415,番禺,海伦堡御院 南向三房 低价急售 环境优美,105,2760000,3室2厅,东南,中层/6层,26286,精
1416,黄埔,金碧世纪花园 精装三房高层景观房采光通拎包入住,100,3800000,3室2厅,北,高层/17层,38000,精
1417,番禺,雅居乐花园 一尺山居两房 视野开阔 高层西南向 保养新 有钥匙,80,3600000,2室2厅,西南,中层/23层,45000,普通
1418,番禺,江南新村 江南新村 精致装修 大型小区自带公园,74,1700000,2室1厅,东南,中层/8层,22973,精
1419,黄埔,金碧世纪花园 保养超好 低价 少有南向85方三房 业主急售 ,85,3400000,3室2厅,南,低层/17层,40000,精
1420,番禺,流金岁月 流金岁月 豪华装修 超级漂亮四房 诚意出售,160.77,5800000,4室2厅,南,中层/28层,36076,豪华
1421,番禺,锦绣半岛 安静舒适 精致两房,87,3100000,2室2厅,南,中层/25层,35632,精
1422,番禺,星河湾 3房单位 业主置换 需腾名额 诚心出售 ,126,4800000,3室2厅,北,中层/9层,38095,普通
1423,天河,邮通小区 天河公园邮通小区温馨三房华景新城近口 免装修,72,3500000,3室2厅,南,中层/6层,48611,豪华
1424,海珠,保利红棉花园 低楼层1房1厅 南向采光通风好  精装装修 ,33.16,1300000,1室1厅,南,低层/9层,39204,普通
1425,番禺,奥园养生广场 高档材料装修一房一厅 识货的来电约看房 ,52,900000,1室1厅,南,低层/29层,17308,普通
1426,天河,棠雅苑 精装二房 中间楼层 天河公园大社区 交通便利 ,77,3200000,2室2厅,南,低层/9层,41558,精
1427,番禺,映月翠庭 个人急售 配套齐全 南北通透 满五 随时可看,162.4,5300000,4室2厅,南,中层/18层,32635,精
1428,黄埔,金碧世纪花园 天河-黄埔 四期 69平方南向中层住宅 ,69,2700000,2室1厅,南,低层/32层,39130,精
1429,番禺,锦绣半岛 温馨小三房南北对流望花园,96,3300000,3室2厅,北,低层/31层,34375,精
1430,黄埔,金碧世纪花园 五号线鱼珠站 南向看花园两房 中高楼层 采光通风好,69,2700000,2室2厅,南,中层/32层,39130,精
1431,番禺,湖景居 温馨两房 精致装修 风格时尚 低价格 急售,64,1800000,2室2厅,北,中层/4层,28125,精
1432,天河,"天一庄 虽然有西却无西晒～
南北对流～",108,5550000,3室2厅,西南,低层/30层,51389,普通
1433,番禺,君华香柏广场 毛坯 3室 诚心出售,97.23,3400000,3室2厅,南,低层/7层,34969,毛坯
1434,天河,华景新城陶然庭苑 电梯方正大2房 采光十足 过5免重税 读华景学校,77,4100000,2室2厅,北,中层/35层,53247,普通
1435,番禺,锦绣趣园 南向简单装修大两房 保养好 相见如宾的家,81.4,2300000,2室2厅,北,高层/6层,28256,精
1436,天河,骏景花园 南北通透，有个大平台，可以种菜，种花。,154.53,7200000,4室2厅,北,低层/13层,46593,普通
1437,番禺,敏捷锦绣世家 精致装修 4室2厅1厨1卫 诚心出售,114,3900000,4室2厅,南,高层/18层,34211,精
1438,番禺,招商城市主场 万博商圈的写字楼 6米层高 可以个人名义买 有钥匙,44.56,1500000,1室0厅,北,高层/10层,33662,毛坯
1439,番禺,金沙丽水 金沙丽水 番禺 精装四房 户型方正 采光好,135,3500000,4室2厅,西南,低层/18层,25926,精
1440,黄埔,黄埔花园 高层靓景 精装实用4房 低于市场价 安静不吵,148,6200000,4室2厅,北,高层/26层,41892,普通
1441,番禺,金沙湾花园 电梯房大型小区户型方正保养新净,120.5,3060000,3室2厅,西北,中层/11层,25394,精
1442,天河,加拿大花园 精装修，带平台，格局方正 东南向,103,4500000,3室2厅,东南,低层/22层,43689,精
1443,番禺,君华御府 南向君华御府，格局好价钱合理,76,3000000,4室2厅,西,高层/32层,39474,毛坯
1444,番禺,锦绣半岛 南向高层   直观广州南站   通风透气采光好 ,86,2800000,2室1厅,南,高层/25层,32558,豪华
1445,番禺,侨宫苑 拎包入住 温馨两房,50,1230000,2室1厅,西,中层/8层,24600,精
1446,番禺,华葆明苑 超大2厅3房带主套 省一级学校 生活便利,130.1,2950000,3室2厅,西南,低层/7层,22675,精
1447,番禺,锦绣半岛 精致三房望花园舒适安静,94,3300000,3室2厅,东南,低层/25层,35106,精
1448,海珠,盈丰华轩 电梯实用3房 小区闹中取静 生活配套完善 随时看房,92,3700000,3室2厅,北,中层/19层,40217,精
1449,番禺,新兴大街 地铁物业3楼，小2房，精致装修，,50,1020000,2室1厅,北,中层/5层,20400,精
1450,天河,历德雅舍 南向四房 BRT附近 ,177,10500000,4室1厅,南北,高层/18层,59322,精
1451,番禺,富丽广场 中层温馨三房 近地铁 格局方正 采光通风好 ,94,2400000,3室2厅,南,中层/6层,25532,普通
1452,番禺,尚东尚筑 普装大三房,92.43,3300000,3室2厅,南北,高层/18层,35703,普通
1453,天河,隽峰苑 高层四房，西南向，业主诚心出售，漂亮的价格,232,22500000,5室2厅,东南,中层/32层,96983,豪华
1454,黄埔,怡园小区 东南向两房，红本在手，业主诚心出售,67,2500000,2室1厅,东南,高层/8层,37313,普通
1455,番禺,光明南路  3室1厅  普通装修  东南向 采光好 视野开阔,86.4,1350000,3室1厅,东南,中层/4层,15625,普通
1456,天河,华景新城2期 南向三房，保养新 通风采光好 安静 交通便捷,80.88,3500000,3室2厅,北,中层/9层,43274,普通
1457,番禺,昊龙花园北区 店长推荐!好房，一套值得你拥有的房子，赶快吧！,94,2400000,3室2厅,西,高层/5层,25532,普通
1458,番禺,富庭东园 地铁（口）成熟小区居家上班必选放心入住,88,2800000,3室1厅,南,高层/7层,31818,精
1459,海珠,雅致花园 地铁燕岗站旁 安静,98.61,4150000,3室2厅,东北,低层/16层,42085,普通
1460,番禺,祈福水城 三房精装   业主诚意出售,89.55,2450000,3室2厅,西北,中层/11层,27359,精
1461,番禺,富宾星悦国际 电梯 靓装 复式2房  高层 拎包入住,50,1280000,2室2厅,西,高层/12层,25600,精
1462,天河,星汇云锦 高层望水望花园大两房,97,8300000,2室2厅,西北,低层/45层,85567,精
1463,番禺,华侨城 温馨步梯低楼层  精装两房  带平台,68,1700000,3室2厅,南,低层/8层,25000,精
1464,天河,华景新城3期 精美舒适两房  装修保养好 交能便利 省级学校,77.33,3700000,2室1厅,北,中层/9层,47847,精
1465,黄埔,金碧领秀国际 精装 诚心出售 商圈成熟 出行方便,33,1510000,1室1厅,北,中层/33层,45758,普通
1466,番禺,金沙丽水 市桥南金沙丽水二室一厅，精致装修，釆光好,84,1800000,2室1厅,西北,中层/4层,21429,精
1467,番禺,花样年华 花样年华电梯大三房 房子采 光好视野开阔 过五年,123,3190000,3室2厅,南,低层/11层,25935,毛坯
1468,黄埔,骏鸿花园 骏鸿花园 带怡园 交通便利  看房有钥匙,158,4600000,4室3厅,东,高层/6层,29114,普通
1469,黄埔,金碧领秀国际 南向大2房 恒大物业 管理严格 交通方便 看房方便,81,3150000,2室2厅,南,高层/33层,38889,精
1470,天河,星汇云锦 珠江新城  超新净 东南向  全新未入住过,243.47,17000000,3室2厅,东南,低层/42层,69824,豪华
1471,番禺,敏捷锦绣世家 3房2厅价格低带学校近市场欢迎入住,84,2150000,2室2厅,北,中层/18层,25595,精
1472,天河,财富世纪广场 珠江新城采光良好，视野开阔，安静舒适,70,3500000,1室1厅,北,高层/28层,50000,精
1473,白云,瑞晖花园 电梯房 两房南向，阳台望花园，南北通透，业主记住,87,2200000,2室1厅,南,高层/10层,25287,普通
1474,黄埔,万科金色悦府 南向实用大三房  名·牌家电 好房待有缘人,100,4000000,3室1厅,南,高层/31层,40000,精
1475,白云,金碧新城花园 白云 黄石 侧出阳台 电梯洋房,63.84,2200000,2室1厅,东北,高层/32层,34461,普通
1476,天河,保利心语花园 交通便利  购物方便,74.08,6800000,2室2厅,南,低层/32层,91793,精
1477,天河,华景新城4期 电梯房楼梯楼的使用面积 大三房 安静不吵,109.14,4300000,3室2厅,东,中层/9层,39399,普通
1478,番禺,锦绣银湾 3房笋盘 装修保养完善 南向望花园 满五年房产,115.9,4350000,3室2厅,南,中层/28层,37532,精
1479,番禺,尚东尚筑 番禺广场 3房2厅 98平方 豪华装修 南北通透 ,98,3650000,3室2厅,南,高层/18层,37245,豪华
1480,番禺,东圆新村 花园中间位，实用四房南北对流，证过五年，精装修,141,1880000,4室2厅,东南,中层/7层,13333,精
1481,黄埔,银丰花园 南向 地铁五号线大沙东站 老黄埔,80.58,1880000,2室1厅,南,高层/9层,23331,精
1482,天河,中海璟晖华庭 急卖新房源  东向大4房 装修保养好 ,194,13800000,4室2厅,东,低层/32层,71134,精
1483,番禺,东苑小区 近番禺广场   精装大三房  配套完善 看房方便,101,1950000,3室2厅,南,高层/7层,19307,精
1484,番禺,珠江花园 3房2厅 101平 精装装修 西北,101,2900000,3室2厅,西北,低层/28层,28713,精
1485,天河,环宇花园 精装修一房 南向安静望花园 价格实惠 交通方便,39,1900000,1室1厅,东,中层/9层,48718,精
1486,天河,华景新城芳满庭园 北向精装两房难得有货 方正户型,79,4600000,3室2厅,北,中层/36层,58228,豪华
1487,番禺,立志大街 近地铁   少税费   交通便利   总价低,88.28,1390000,3室1厅,南北,高层/7层,15745,精
1488,番禺,流金岁月 流金岁月 豪华装修 超级漂亮四房 诚意出售,160.77,5600000,4室2厅,东南,中层/28层,34832,豪华
1489,海珠,保利花园 精品小三房 带花园  业主换房卖,76,4500000,3室1厅,东南,低层/11层,59211,普通
1490,黄埔,东港花园 温馨三房 近地铁BRT,88,3150000,3室2厅,东北,中层/24层,35795,普通
1491,番禺,海怡花园 4房2厅 花园小区 配套齐全 1.5千米私家江滩,101.5,3500000,4室2厅,南,低层/12层,34483,豪华
1492,天河,华景新城陶然庭苑 户型方正大两房 无需大装修 随时拎包住 113中学,78.8,4100000,2室2厅,北,中层/35层,52030,普通
1493,天河,华景新城陶然庭苑 电梯大三房 保养新 南北通透 安静望花园,120,7300000,3室2厅,北,高层/36层,60833,普通
1494,番禺,雅居乐锦官城  豪华装修 4室2厅1厨3卫 450万诚心出售,111.88,4500000,4室2厅,东南,高层/18层,40222,豪华
1495,番禺,雅居乐花园 十年小雅望花园四房,149,5700000,4室2厅,东北,低层/31层,38255,精
1496,天河,农科院 书香门第  大户型 装修保养好 孩子赢在起跑线,78.4,3550000,3室2厅,南北,高层/6层,45281,普通
1497,海珠,海珠半岛花园 高层单位 通风采光良好 视野好,214,12000000,4室2厅,北,高层/42层,56075,普通
1498,番禺,东景园 东景园少有的,107.4,3400000,3室2厅,西,中层/9层,31657,精
1499,番禺,中颐海伦堡 电梯高层 东南向2房  71平240万 ,71,2400000,2室1厅,东南,高层/18层,33803,普通
1500,番禺,华荟路 精致全修装修 大三房 华荟南景园旁 ,113.8,3200000,3室2厅,南,中层/6层,28120,精
1501,天河,加拿大花园 东南向大二房，可改三房户型精装修可拎包入住,93,4500000,2室2厅,西南,中层/25层,48387,普通
1502,天河,信华经理人花园 电梯三房  安静通风 带个大平台 保养好,117,6500000,3室2厅,东,低层/29层,55556,普通
1503,番禺,"广州奥林匹克花园 大三房，带主套,业主诚意出售。",107,4500000,3室2厅,北,低层/9层,42056,普通
1504,番禺,湖景居 祈福新村湖景居三房朝南 采光好 楼层低 业主急租,80,2250000,3室2厅,南,中层/4层,28125,普通
1505,黄埔,丰逸尚居 精装电梯房 装修保养好 格局方正 采光好 邻近地铁,105,3500000,3室2厅,北,低层/29层,33333,普通
1506,天河,中海花城湾 珠江新城 温馨三房 拎包入住 钥匙在手 天下我有,127.5,12750000,3室2厅,北,低层/30层,100000,精
1507,天河,加拿大花园 天河公园 精装两房 业主急售,74,3380000,2室2厅,西北,低层/25层,45676,精
1508,番禺,雅居乐锦官城 三房 毛坯 中高层,109,3500000,3室2厅,南,中层/18层,32110,毛坯
1509,黄埔,祥辉广场 黄埔超笋电梯三房，低于市场价，业主急卖腾名额近地铁,106,2350000,3室2厅,东北,高层/13层,22170,普通
1510,黄埔,怡港花园 精装3房 旺中带静 理想啊,118,3950000,3室2厅,东北,高层/11层,33475,精
1511,番禺,东华花园 采光佳 视野开阔 小区中间位 装修保养好,96,2450000,3室2厅,北,中层/7层,25521,精
1512,番禺,奥园养生广场 精致装修 高层视野开阔,40,570000,1室0厅,南,高层/29层,14250,精
1513,天河,南国花园 位于天河珠江新城马场南路，近地铁5号线潭村站,109,8180000,3室2厅,西北,低层/24层,75046,精
1514,番禺,雅居乐花园 好房源就应该配比你 精装家庭4房好价放卖 要买从速,158,5680000,4室1厅,南,低层/11层,35949,精
1515,番禺,尚东尚筑 番禺广场 精装3房 阳台朝南 小区环境优雅 采光好,91.31,3100000,3室2厅,南,低层/18层,33950,精
1516,番禺,君华御府 毛坯中高楼层 格局方正,72,2500000,2室2厅,南,中层/32层,34722,毛坯
1517,番禺,敏捷锦绣世家 豪华装修，，这里别具一格，应该有你想要的,111.95,3200000,3室2厅,东南,低层/18层,28584,豪华
1518,天河,华景里 在售4房就两套 带车位 买房就不要犹豫 错过了,148.25,10500000,4室2厅,南北,中层/29层,70826,精
1519,番禺,华侨城 华侨城温馨两房低层装修保养好,60,1380000,2室1厅,北,中层/8层,23000,精
